COUNTY_NAME,textbox5,MUNICIPALITY_NAME,CENSUS_POPULATION,LAND_AREA,FEDERAL_EIN_CODE,HOME_RULE_CODE,HOME_RULE_NAME,HOME_RULE_YEAR,GOVERNMENTAL_FORM,EMPLOYEES_FULL_TIME,EMPLOYEES_PART_TIME,INCORPORATION_YEAR
BERKS,060095,AMITY TWP,13396,18.20,236005430,,,,,34,6,1744
BERKS,060123,BALLY BORO,1228,0.50,231699342,,,,,7,11,1912
BERKS,060153,BECHTELSVILLE BORO,884,0.50,231720933,,,,,0,13,1890
BERKS,060001,BERKS COUNTY,428849,865.60,236003049,,,,,1733,255,
BERKS,060185,BERN TWP,6706,19.40,236000249,,,,,24,1,1738
BERKS,060213,BERNVILLE BORO,905,0.40,231896383,,,,,2,1,1851
BERKS,060245,BETHEL TWP,4059,42.20,236000251,,,,,8,20,1739
BERKS,060273,BIRDSBORO BORO,5106,1.30,236003118,,,,,31,0,1872
BERKS,060303,BOYERTOWN BORO,4264,0.80,236002837,,,,,6,1,1866
BERKS,060335,BRECKNOCK TWP,4602,17.70,236000256,,,,,8,21,1741
BERKS,060365,CAERNARVON TWP,4234,8.90,236000265,,,,,16,7,1729
BERKS,060393,CENTERPORT BORO,314,0.20,232284893,,,,,0,1,1884
BERKS,060425,CENTRE TWP,4130,21.40,231900308,,,,,3,1,1843
BERKS,060454,COLEBROOKDALE TWP,5112,8.40,236000278,,,,,5,9,1741
BERKS,060484,CUMRU TWP,15619,20.90,236000288,,,,,74,1,1737
BERKS,060515,DISTRICT TWP,1378,11.50,231929366,,,,,0,14,1759
BERKS,060545,DOUGLASS TWP,3670,12.50,236000294,,,,,10,3,1736
BERKS,060575,EARL TWP,3097,13.70,231608529,,,,,5,1,1781
BERKS,060605,EXETER TWP,25466,24.20,236000327,,,,,65,15,1741
BERKS,060633,FLEETWOOD BORO,4049,1.00,236002987,,,,,16,30,1873
BERKS,060665,GREENWICH TWP,3428,31.00,236000342,,,,,4,4,1755
BERKS,060693,HAMBURG BORO,4270,1.90,236002869,,,,,25,12,1837
BERKS,060725,HEIDELBERG TWP,1731,14.20,236050486,,,,,2,16,1734
BERKS,060755,HEREFORD TWP,2962,15.40,236000358,,,,,5,8,1753
BERKS,060785,JEFFERSON TWP,2369,15.90,236000373,,,,,0,10,1852
BERKS,060813,KENHORST BORO,3001,0.60,236002989,,,,,4,11,1931
BERKS,060843,KUTZTOWN BORO,4162,1.60,236002879,,,,,62,11,1815
BERKS,060873,LAURELDALE BORO,4277,0.80,236003085,,,,,13,18,
BERKS,060903,LEESPORT BORO,1954,0.70,231665902,,,,,4,0,1901
BERKS,060933,LENHARTSVILLE BORO,180,0.10,232920224,,,,,0,8,1887
BERKS,060965,LONGSWAMP TWP,5567,22.90,236000391,,,,,8,0,1761
BERKS,060995,LOWER ALSACE TWP,4716,4.70,236000392,,,,,7,4,1888
BERKS,061025,LOWER HEIDELBERG TWP,6230,14.90,236000396,,,,,15,8,1842
BERKS,061053,LYONS BORO,439,0.40,231978440,,,,,0,11,
BERKS,061085,MAIDENCREEK TWP,9169,13.70,236000410,,,,,8,21,1746
BERKS,061115,MARION TWP,1833,15.10,231865635,,,,,0,20,1844
BERKS,061145,MAXATAWNY TWP,7181,25.90,236000419,,,,,5,28,1742
BERKS,061173,MOHNTON BORO,2927,0.80,236002901,,,,,7,5,
BERKS,061203,MT PENN BORO,3240,0.40,236002902,,,,,2,8,
BERKS,061234,MUHLENBERG TWP,21915,11.80,236000435,,,,Commission,66,7,1966
BERKS,061243,NEW MORGAN BORO,54,5.50,232680277,,,,,2,1,
BERKS,061265,NORTH HEIDELBERG TWP,1220,13.50,232061726,,,,,1,7,1845
BERKS,061295,OLEY TWP,3810,23.90,236000459,,,,,5,5,1740
BERKS,061325,ONTELAUNEE TWP,2598,8.70,231675127,,,,,1,6,1849
BERKS,061355,PENN TWP,2122,18.50,231900883,,,,,2,11,1841
BERKS,061385,PERRY TWP,2475,18.00,236000468,,,,,0,25,1852
BERKS,061415,PIKE TWP,1595,14.00,236000225,,,,,3,6,1813
BERKS,061442,READING CITY,95112,9.90,236001907,Home Rule,CITY OF READING,1996,,532,40,1847
BERKS,061475,RICHMOND TWP,3603,23.50,236000480,,,,,4,12,1752
BERKS,061505,ROBESON TWP,7538,33.90,236000481,,,,,15,3,1729
BERKS,061533,ROBESONIA BORO,2035,0.90,236050273,,,,,1,8,1903
BERKS,061565,ROCKLAND TWP,3646,17.00,236000482,,,,,4,13,1758
BERKS,061595,RUSCOMBMANOR TWP,3998,13.70,236000483,,,,,5,2,1752
BERKS,061623,SHILLINGTON BORO,5475,1.00,236002944,,,,,29,4,
BERKS,061653,SHOEMAKERSVILLE BORO,1360,0.60,236003009,,,,,6,38,1921
BERKS,061683,SINKING SPRING BORO,4286,1.30,236002945,,,,,18,17,1913
BERKS,061715,SOUTH HEIDELBERG TWP,7663,13.80,236050797,,,,,23,8,
BERKS,061745,SPRING TWP,28407,18.50,236000507,,,,,86,3,1850
BERKS,061773,ST LAWRENCE BORO,1892,0.90,232132405,,,,,3,11,
BERKS,061865,TILDEN TWP,3603,19.00,231896069,,,,,9,5,1887
BERKS,061893,TOPTON BORO,2041,0.70,236002951,,,,,8,10,1877
BERKS,061925,TULPEHOCKEN TWP,3415,23.50,236005258,,,,,4,14,1729
BERKS,061955,UNION TWP,3886,23.40,236000533,,,,,9,0,1752
BERKS,061985,UPPER BERN TWP,1606,17.70,236556121,,,,,3,4,1789
BERKS,062015,UPPER TULPEHOCKEN TWP,1856,23.20,231739454,,,,,2,12,1820
BERKS,062045,WASHINGTON TWP,4443,14.10,236000562,,,,,9,0,1839
BERKS,062073,WERNERSVILLE BORO,2776,0.80,236005835,,,,,2,13,1914
BERKS,062133,WEST READING BORO,4553,0.60,236002959,,,,,39,0,
BERKS,062165,WINDSOR TWP,2489,23.00,236000607,,,,,1,10,1742
BERKS,062193,WOMELSDORF BORO,2892,0.90,236002961,,,,,6,28,1833
BERKS,062223,WYOMISSING BORO,11114,4.50,236002963,,,,,56,6,
BLAIR,070035,ALLEGHENY TWP,6585,29.60,236000237,,,,,19,4,1793
BLAIR,070062,ALTOONA CITY,43963,9.90,236001899,Home Rule,CITY OF ALTOONA,2015,Council/Manager,213,28,1868
BLAIR,070095,ANTIS TWP,6478,60.80,236000239,,,,,8,0,1810
BLAIR,070123,BELLWOOD BORO,1827,0.40,236003079,,,,,9,5,1898
BLAIR,070001,BLAIR COUNTY,122822,527.10,236003045,,,,,470,79,
BLAIR,070155,BLAIR TWP,4783,13.60,236050903,,,,,11,0,1839
BLAIR,070185,CATHARINE TWP,771,30.80,236005251,,,,,0,11,1846
BLAIR,070213,DUNCANSVILLE BORO,1255,0.50,236002858,,,,,14,2,1891
BLAIR,070245,FRANKSTOWN TWP,7399,48.80,236000337,,,,,9,2,1787
BLAIR,070275,FREEDOM TWP,3002,17.40,251146869,,,,,9,6,1858
BLAIR,070305,GREENFIELD TWP,3788,36.30,251239720,,,,,6,6,1846
BLAIR,070333,HOLLIDAYSBURG BORO,5641,2.40,236002874,,,,,34,4,1836
BLAIR,070365,HUSTON TWP,1252,34.90,251391335,,,,,0,11,1842
BLAIR,070395,JUNIATA TWP,968,26.10,251291389,,,,,0,7,1847
BLAIR,070425,LOGAN TWP,12413,46.40,236000387,,,,,47,1,1850
BLAIR,070453,MARTINSBURG BORO,1876,0.60,236003088,,,,,7,2,1832
BLAIR,070483,NEWRY BORO,230,0.10,251441812,,,,,0,7,1876
BLAIR,070515,NORTH WOODBURY TWP,2433,21.10,236000223,,,,,4,6,
BLAIR,070543,ROARING SPRING BORO,2384,0.80,236050723,,,,,8,1,1888
BLAIR,070575,SNYDER TWP,3344,45.10,231608550,,,,,10,1,1840
BLAIR,070605,TAYLOR TWP,2296,23.40,236000520,,,,,2,10,1855
BLAIR,070613,TUNNELHILL BORO,108,0.30,251239827,,,,,,,
BLAIR,070633,TYRONE BORO,5480,2.00,236002953,Home Rule,BOROUGH OF TYRONE,1983,,35,6,1857
BLAIR,070665,TYRONE TWP,1876,41.80,236000532,,,,,1,3,
BLAIR,070693,WILLIAMSBURG BORO,1233,0.40,256002960,,,,,6,14,1827
BLAIR,070725,WOODBURY TWP,1437,32.40,256197336,,,,,0,9,
BRADFORD,080033,ALBA BORO,133,0.70,251377463,,,,,0,2,1894
BRADFORD,080065,ALBANY TWP,858,32.80,246002543,,,,,2,8,1824
BRADFORD,080095,ARMENIA TWP,210,18.30,246001355,,,,,1,6,1843
BRADFORD,080125,ASYLUM TWP,1001,25.30,231855435,,,,,2,4,1814
BRADFORD,080153,ATHENS BORO,3267,1.80,246000560,,,,,12,2,1831
BRADFORD,080185,ATHENS TWP,5184,43.60,246002456,,,,,21,7,1797
BRADFORD,080001,BRADFORD COUNTY,59967,1160.90,246000721,,,,,507,254,
BRADFORD,080213,BURLINGTON BORO,144,0.60,232264833,,,,,0,0,1854
BRADFORD,080245,BURLINGTON TWP,681,25.10,246001372,,,,,1,4,1802
BRADFORD,080273,CANTON BORO,1735,1.20,246000572,,,,,4,3,1864
BRADFORD,080305,CANTON TWP,1936,37.10,246001376,,,,,2,4,1804
BRADFORD,080335,COLUMBIA TWP,1167,40.90,251416926,,,,,2,4,1813
BRADFORD,080365,FRANKLIN TWP,620,33.40,231701980,,,,,2,9,1819
BRADFORD,080395,GRANVILLE TWP,899,24.60,246002374,,,,,2,2,1831
BRADFORD,080425,HERRICK TWP,737,22.50,231942365,,,,,2,12,1838
BRADFORD,080453,LERAYSVILLE BORO,292,1.00,232272398,,,,,0,11,1863
BRADFORD,080485,LEROY TWP,635,44.30,246002114,,,,,0,6,1835
BRADFORD,080515,LITCHFIELD TWP,1273,30.20,246001476,,,,,3,11,1821
BRADFORD,080543,MONROE BORO,478,0.50,232269825,,,,,0,6,1855
BRADFORD,080575,MONROE TWP,1104,36.50,231637534,,,,,2,7,1821
BRADFORD,080603,NEW ALBANY BORO,251,0.50,231677900,,,,,0,5,1879
BRADFORD,080635,NORTH TOWANDA TWP,1051,8.70,231702871,,,,,3,0,1851
BRADFORD,080665,ORWELL TWP,1186,32.20,246002579,,,,,2,7,1801
BRADFORD,080695,OVERTON TWP,241,46.70,246001511,,,,,1,8,1853
BRADFORD,080725,PIKE TWP,624,27.50,236011518,,,,,2,5,1813
BRADFORD,080755,RIDGEBURY TWP,1905,38.30,246001536,,,,,3,8,1818
BRADFORD,080783,ROME BORO,384,0.50,232270739,,,,,0,1,1861
BRADFORD,080815,ROME TWP,1010,29.90,246001539,,,,,2,1,1831
BRADFORD,080843,SAYRE BORO,5461,2.00,246000654,,,,,28,12,1891
BRADFORD,080875,SHESHEQUIN TWP,1298,35.40,246001552,,,,,3,1,1820
BRADFORD,080905,SMITHFIELD TWP,1457,41.90,246001555,,,,,3,8,1809
BRADFORD,080935,SOUTH CREEK TWP,1116,27.90,246001561,,,,,2,12,1835
BRADFORD,080963,SOUTH WAVERLY BORO,1070,0.90,521089933,,,,,3,8,1878
BRADFORD,080995,SPRINGFIELD TWP,1144,41.60,231657851,,,,,3,3,
BRADFORD,081025,STANDING STONE TWP,623,15.70,246001566,,,,,2,9,1841
BRADFORD,081055,STEVENS TWP,423,15.50,232244182,,,,,0,10,
BRADFORD,081083,SYLVANIA BORO,215,1.10,251842029,,,,,0,4,1853
BRADFORD,081115,TERRY TWP,905,32.60,231679468,,,,,2,11,1859
BRADFORD,081143,TOWANDA BORO,2798,1.10,246000669,,,,,27,6,1828
BRADFORD,081175,TOWANDA TWP,1036,15.20,232611542,,,,,1,3,1790
BRADFORD,081203,TROY BORO,1249,0.80,246000670,,,,,7,1,1845
BRADFORD,081235,TROY TWP,1585,36.00,246002115,,,,,4,2,1815
BRADFORD,081265,TUSCARORA TWP,1056,29.00,246001576,,,,,9,2,1830
BRADFORD,081295,ULSTER TWP,1310,18.70,231715104,,,,,1,5,1797
BRADFORD,081325,WARREN TWP,1018,42.50,232399980,,,,,2,3,1813
BRADFORD,081355,WELLS TWP,1150,33.80,246001591,,,,,2,4,1813
BRADFORD,081385,WEST BURLINGTON TWP,737,23.90,231690905,,,,,1,11,1855
BRADFORD,081415,WILMOT TWP,1131,43.80,246001599,,,,,4,4,1849
BRADFORD,081445,WINDHAM TWP,818,32.10,246001600,,,,,3,6,1813
BRADFORD,081473,WYALUSING BORO,613,0.70,231635338,,,,,0,9,1887
BRADFORD,081505,WYALUSING TWP,1175,27.90,246001956,,,,,2,4,1790
BRADFORD,081535,WYSOX TWP,1573,22.70,246001601,,,,,4,4,1795
BUCKS,090035,BEDMINSTER TWP,7541,30.50,236000246,,,,,16,3,1742
BUCKS,090065,BENSALEM TWP,62707,19.80,236000248,Optional Plan,BENSALEM TOWNSHIP,1987,Mayor/Council,198,81,1692
BUCKS,090095,BRIDGETON TWP,1234,6.60,231885429,,,,,0,17,1890
BUCKS,090123,BRISTOL BORO,9861,1.60,236002839,,,,,31,47,1720
BUCKS,090154,BRISTOL TWP,54291,15.90,236000258,Optional Plan,BRISTOL TOWNSHIP,1986,,110,26,1692
BUCKS,090185,BUCKINGHAM TWP,20851,32.90,236000262,,,,,50,3,1703
BUCKS,090001,BUCKS COUNTY,646538,622.00,236003044,,,,,2374,212,
BUCKS,090213,CHALFONT BORO,4253,1.60,236005019,Home Rule,BOROUGH OF CHALFONT,1976,,7,0,
BUCKS,090243,DOYLESTOWN BORO,8300,2.20,236002856,,,,,28,2,1838
BUCKS,090275,DOYLESTOWN TWP,17971,15.30,236000296,,,,,59,5,1818
BUCKS,090303,DUBLIN BORO,2177,0.60,231718385,,,,,6,10,1912
BUCKS,090335,DURHAM TWP,1094,9.20,232553778,,,,,2,8,1743
BUCKS,090365,EAST ROCKHILL TWP,5819,12.90,231681472,,,,,7,0,
BUCKS,090395,FALLS TWP,34716,21.30,236000328,,,,,91,32,1692
BUCKS,090425,HAYCOCK TWP,2200,19.70,236000348,,,,,4,4,1763
BUCKS,090455,HILLTOWN TWP,16284,27.00,236000360,,,,,37,0,1722
BUCKS,090483,HULMEVILLE BORO,982,0.40,231627235,,,,,0,8,1872
BUCKS,090513,IVYLAND BORO,955,0.40,236280769,,,,,0,13,1904
BUCKS,090543,LANGHORNE BORO,1643,0.50,236002880,,,,,1,11,1890
BUCKS,090573,LANGHORNE MANOR BORO,1496,0.60,231930506,,,,,0,8,1890
BUCKS,090605,LOWER MAKEFIELD TWP,33180,17.90,236000398,,,,,81,25,1737
BUCKS,090635,LOWER SOUTHAMPTON TWP,20599,6.70,236000404,,,,,72,38,1928
BUCKS,090665,MIDDLETOWN TWP,46040,18.90,236000425,,,,,116,23,1692
BUCKS,090695,MILFORD TWP,10243,27.90,236000427,,,,,14,5,1734
BUCKS,090723,MORRISVILLE BORO,9809,1.80,236003127,,,,,19,38,1804
BUCKS,090753,NEW BRITAIN BORO,2836,1.20,236406074,,,,,2,0,1928
BUCKS,090785,NEW BRITAIN TWP,12327,14.80,236000438,,,,,34,1,1723
BUCKS,090813,NEW HOPE BORO,2612,1.30,236002909,,,,,18,13,1837
BUCKS,090843,NEWTOWN BORO,2268,0.60,236002912,,,,,8,7,1838
BUCKS,090875,NEWTOWN TWP,19895,11.90,236000443,,,,,69,13,1703
BUCKS,090905,NOCKAMIXON TWP,3379,22.10,236000445,,,,,4,1,1746
BUCKS,090935,NORTHAMPTON TWP,39915,25.70,236000458,,,,,128,219,1722
BUCKS,090963,PENNDEL BORO,2515,0.40,236050628,,,,,3,22,1874
BUCKS,090993,PERKASIE BORO,9120,2.50,236002925,,,,,46,12,1879
BUCKS,091025,PLUMSTEAD TWP,14021,27.20,236000470,,,,,42,2,1725
BUCKS,091053,QUAKERTOWN BORO,9359,2.00,236003005,Optional Plan,BOROUGH OF QUAKERTOWN,1976,,82,4,1855
BUCKS,091085,RICHLAND TWP,13837,20.70,236000479,,,,,28,0,1734
BUCKS,091113,RICHLANDTOWN BORO,1353,0.30,236003393,,,,,1,2,1890
BUCKS,091143,RIEGELSVILLE BORO,847,1.00,231921071,,,,,3,8,
BUCKS,091173,SELLERSVILLE BORO,4567,1.10,236002940,,,,,7,6,1874
BUCKS,091203,SILVERDALE BORO,805,0.40,231692432,,,,,0,16,1896
BUCKS,091235,SOLEBURY TWP,8709,26.60,236000498,,,,,32,1,1702
BUCKS,091265,SPRINGFIELD TWP,5175,30.60,236000510,,,,,11,6,1743
BUCKS,091273,TELFORD BORO,2199,0.50,236002950,,,,,27,2,
BUCKS,091295,TINICUM TWP,3818,30.10,236000523,,,,,8,1,1738
BUCKS,091323,TRUMBAUERSVILLE BORO,904,0.40,236004968,,,,,1,11,1901
BUCKS,091353,TULLYTOWN BORO,2282,1.50,236005389,,,,,10,23,1891
BUCKS,091385,UPPER MAKEFIELD TWP,8857,21.30,236005259,,,,,33,2,1737
BUCKS,091415,UPPER SOUTHAMPTON TWP,15269,6.60,236000548,,,,,42,15,1928
BUCKS,091445,WARMINSTER TWP,33603,10.20,236000554,,,,,78,24,1692
BUCKS,091475,WARRINGTON TWP,25639,13.70,236000555,,,,,73,44,1734
BUCKS,091505,WARWICK TWP,14851,11.00,236000556,,,,,38,6,1733
BUCKS,091535,WEST ROCKHILL TWP,5439,16.30,236005797,,,,,4,4,
BUCKS,091565,WRIGHTSTOWN TWP,3286,9.70,236000611,,,,,9,2,1703
BUCKS,091593,YARDLEY BORO,2605,0.90,236002965,,,,,6,10,1895
BUTLER,100035,ADAMS TWP,14844,22.40,256012284,,,,,31,1,1854
BUTLER,100065,ALLEGHENY TWP,620,24.60,256000038,,,,,0,11,1854
BUTLER,100095,BRADY TWP,1214,17.00,256004135,,,,,0,6,1854
BUTLER,100123,BRUIN BORO,423,1.80,251235631,,,,,0,2,1901
BUTLER,100155,BUFFALO TWP,7900,24.30,251480620,,,,,15,2,1803
BUTLER,100182,BUTLER CITY,13502,2.70,256000850,,,,,58,14,
BUTLER,100001,BUTLER COUNTY,193763,794.40,256001020,,,,,564,90,
BUTLER,100214,BUTLER TWP,17230,21.60,256000686,,,,,45,8,1804
BUTLER,100243,CALLERY BORO,364,0.50,251364472,,,,,0,4,1905
BUTLER,100275,CENTER TWP,7899,24.40,256000759,,,,,7,15,1804
BUTLER,100305,CHERRY TWP,1054,25.60,251181890,,,,,3,1,1854
BUTLER,100333,CHERRY VALLEY BORO,60,2.80,251234934,,,,,0,1,1909
BUTLER,100363,CHICORA BORO,916,0.50,256003844,,,,,0,6,1855
BUTLER,100395,CLAY TWP,2551,25.10,256003296,,,,,4,6,1854
BUTLER,100425,CLEARFIELD TWP,2427,23.60,256004221,,,,,2,14,1804
BUTLER,100455,CLINTON TWP,2907,23.60,256012585,,,,,4,10,1854
BUTLER,100485,CONCORD TWP,1409,24.20,251222440,,,,,1,11,1854
BUTLER,100513,CONNOQUENESSING BORO,668,1.40,256156114,,,,,0,3,1848
BUTLER,100545,CONNOQUENESSING TWP,4263,22.70,251221125,,,,,4,9,1804
BUTLER,100575,CRANBERRY TWP,33096,22.80,256001056,,,,,149,74,1854
BUTLER,100605,DONEGAL TWP,1823,23.20,250923121,,,,,1,7,1854
BUTLER,100633,EAST BUTLER BORO,764,1.00,256000333,,,,,0,17,
BUTLER,100663,EAU CLAIRE BORO,307,1.30,256038669,,,,,0,2,
BUTLER,100693,EVANS CITY BORO,1737,0.80,256000353,,,,,2,2,1882
BUTLER,100723,FAIRVIEW BORO,180,0.10,251236601,,,,,0,2,1867
BUTLER,100755,FAIRVIEW TWP,1940,24.20,256001297,,,,,1,4,1854
BUTLER,100785,FORWARD TWP,3164,23.00,256001477,,,,,6,0,1854
BUTLER,100815,FRANKLIN TWP,2598,21.30,256001497,,,,,3,1,1854
BUTLER,100843,HARMONY BORO,942,0.40,256000378,,,,,7,10,1838
BUTLER,100873,HARRISVILLE BORO,819,0.80,256004237,,,,,0,5,1846
BUTLER,100905,JACKSON TWP,4883,21.70,256001828,,,,,19,1,1854
BUTLER,100935,JEFFERSON TWP,5212,22.90,256004105,,,,,5,10,1854
BUTLER,100963,KARNS CITY BORO,175,0.40,251209086,,,,,0,1,1875
BUTLER,100995,LANCASTER TWP,2745,23.00,256003792,,,,,17,5,1854
BUTLER,101025,MARION TWP,1167,25.40,251102205,,,,,0,21,1854
BUTLER,101053,MARS BORO,1458,0.50,256000404,,,,,7,8,1882
BUTLER,101085,MERCER TWP,993,12.90,251328224,,,,,0,14,
BUTLER,101115,MIDDLESEX TWP,6820,23.10,256002156,,,,,11,3,
BUTLER,101145,MUDDY CREEK TWP,2207,22.40,256002235,,,,,2,8,1804
BUTLER,101175,OAKLAND TWP,2769,23.70,256011466,,,,,2,14,1854
BUTLER,101205,PARKER TWP,573,22.90,256002404,,,,,1,2,1854
BUTLER,101235,PENN TWP,4990,24.30,256002420,,,,,9,4,1854
BUTLER,101263,PETROLIA BORO,179,0.40,251237116,,,,,0,2,1873
BUTLER,101293,PORTERSVILLE BORO,231,0.80,251295286,,,,,0,1,1844
BUTLER,101323,PROSPECT BORO,1123,4.10,251336442,,,,,2,5,1846
BUTLER,101353,SAXONBURG BORO,1426,0.90,256007676,,,,,15,10,1846
BUTLER,101363,SEVEN FIELDS BORO,2919,0.80,251460617,,,,,16,1,
BUTLER,101383,SLIPPERY ROCK BORO,3081,1.70,256000464,,,,,8,4,1851
BUTLER,101415,SLIPPERY ROCK TWP,6806,25.70,256009652,,,,,5,19,
BUTLER,101445,SUMMIT TWP,4504,22.50,256003143,,,,,4,9,1854
BUTLER,101473,VALENCIA BORO,537,0.30,256193910,,,,,0,1,1897
BUTLER,101505,VENANGO TWP,866,21.00,251430131,,,,,0,11,1804
BUTLER,101535,WASHINGTON TWP,1288,24.90,251394752,,,,,1,8,1846
BUTLER,101563,WEST LIBERTY BORO,335,3.90,251259071,,,,,0,6,1903
BUTLER,101593,WEST SUNBURY BORO,182,0.10,251377324,,,,,0,2,1866
BUTLER,101625,WINFIELD TWP,3361,24.10,256003545,,,,,4,5,1854
BUTLER,101655,WORTH TWP,1400,24.20,256003564,,,,,3,3,1854
BUTLER,101683,ZELIENOPLE BORO,3912,2.10,256000520,,,,,27,57,1840
CAMBRIA,110035,ADAMS TWP,5752,46.10,256000003,,,,,12,11,1870
CAMBRIA,110065,ALLEGHENY TWP,2815,29.40,256000040,,,,,3,4,1807
CAMBRIA,110093,ASHVILLE BORO,213,0.20,251264229,,,,,0,10,1887
CAMBRIA,110155,BARR TWP,2049,31.40,256000149,,,,,1,5,1872
CAMBRIA,110185,BLACKLICK TWP,1876,31.20,256009535,,,,,2,7,1850
CAMBRIA,110213,BROWNSTOWN BORO,696,0.20,251125296,,,,,1,2,
CAMBRIA,110001,CAMBRIA COUNTY,133472,688.00,256001022,,,,,559,60,
CAMBRIA,110245,CAMBRIA TWP,5814,49.90,256000703,,,,,11,15,1798
CAMBRIA,110273,CARROLLTOWN BORO,1051,0.70,256000301,,,,,7,15,1858
CAMBRIA,110303,CASSANDRA BORO,162,0.10,251500282,,,,,0,0,
CAMBRIA,110333,CHEST SPRINGS BORO,140,0.20,251392600,,,,,0,8,1858
CAMBRIA,110365,CHEST TWP,457,29.10,251309879,,,,,0,11,1853
CAMBRIA,110395,CLEARFIELD TWP,1604,31.00,256000921,,,,,3,6,1822
CAMBRIA,110425,CONEMAUGH TWP,1941,11.30,256000961,,,,,4,12,1801
CAMBRIA,110453,CRESSON BORO,1525,0.50,256000321,,,,,19,3,
CAMBRIA,110485,CRESSON TWP,2839,12.00,690231541,,,,,7,5,1893
CAMBRIA,110515,CROYLE TWP,2307,18.30,256001082,,,,,7,7,1858
CAMBRIA,110543,DAISYTOWN BORO,298,0.20,256001091,,,,,0,5,1893
CAMBRIA,110573,DALE BORO,1008,0.20,256000323,,,,,1,11,1891
CAMBRIA,110605,DEAN TWP,328,20.90,251323918,,,,,0,9,1877
CAMBRIA,110635,EAST CARROLL TWP,1425,25.00,256009287,,,,,1,3,
CAMBRIA,110663,EAST CONEMAUGH BORO,1082,0.30,256000334,,,,,0,17,1868
CAMBRIA,110695,EAST TAYLOR TWP,2422,8.80,256009536,,,,,0,12,1884
CAMBRIA,110723,EBENSBURG BORO,3404,1.70,256000339,,,,,17,20,1825
CAMBRIA,110753,EHRENFELD BORO,203,0.40,256011056,,,,,0,4,
CAMBRIA,110785,ELDER TWP,1028,12.90,251239296,,,,,1,8,1878
CAMBRIA,110813,FERNDALE BORO,1547,0.40,256000359,,,,,3,8,1896
CAMBRIA,110843,FRANKLIN BORO,278,0.60,256000364,,,,,0,2,1868
CAMBRIA,110873,GALLITZIN BORO,1536,0.70,256000368,,,,,6,15,1873
CAMBRIA,110905,GALLITZIN TWP,1273,17.10,251158162,,,,,0,7,1886
CAMBRIA,110933,GEISTOWN BORO,2363,1.10,256000369,,,,,5,13,1930
CAMBRIA,110963,HASTINGS BORO,1213,0.60,256000379,,,,,8,8,1894
CAMBRIA,110995,JACKSON TWP,4236,47.90,256001831,,,,,11,7,1828
CAMBRIA,111022,JOHNSTOWN CITY,18411,5.90,256000865,Home Rule,CITY OF JOHNSTOWN,1994,,103,7,1889
CAMBRIA,111053,LILLY BORO,879,0.50,251184931,,,,,3,7,1883
CAMBRIA,111083,LORAIN BORO,589,0.30,256000403,,,,,0,5,
CAMBRIA,111113,LORETTO BORO,1196,1.00,251377455,,,,,0,15,1845
CAMBRIA,111145,LOWER YODER TWP,2388,13.00,256002023,,,,,7,0,1879
CAMBRIA,111175,MIDDLE TAYLOR TWP,660,4.70,256002152,,,,,1,6,
CAMBRIA,111205,MUNSTER TWP,653,14.10,251289842,,,,,0,11,1854
CAMBRIA,111233,NANTY GLO BORO,2511,1.90,256000417,,,,,5,17,
CAMBRIA,111243,NORTHERN CAMBRIA BORO,3560,3.00,251843543,,,,,20,4,
CAMBRIA,111263,PATTON BORO,1728,0.90,256000435,,,,,9,6,1893
CAMBRIA,111293,PORTAGE BORO,2459,0.70,256000445,Home Rule,BOROUGH OF PORTAGE,1996,,5,11,1890
CAMBRIA,111325,PORTAGE TWP,3432,24.80,256002565,,,,,4,2,1878
CAMBRIA,111355,READE TWP,1441,38.70,251149778,,,,,0,6,1879
CAMBRIA,111385,RICHLAND TWP,12233,20.60,256002639,,,,,33,1,1833
CAMBRIA,111413,SANKERTOWN BORO,630,0.30,251271143,,,,,2,2,
CAMBRIA,111443,SCALP LEVEL BORO,744,0.70,237412845,,,,,1,9,1898
CAMBRIA,111473,SOUTH FORK BORO,954,0.50,256000469,,,,,2,4,1887
CAMBRIA,111503,SOUTHMONT BORO,2045,1.10,256000471,,,,,3,3,
CAMBRIA,111564,STONYCREEK TWP,2771,3.50,256003118,,,,,11,6,1876
CAMBRIA,111593,SUMMERHILL BORO,479,0.30,256000477,,,,,0,5,1892
CAMBRIA,111625,SUMMERHILL TWP,2303,28.90,256003137,,,,,5,8,1810
CAMBRIA,111655,SUSQUEHANNA TWP,1889,28.00,256003154,,,,,3,1,1825
CAMBRIA,111683,TUNNELHILL BORO,207,0.50,251239827,,,,,0,3,1876
CAMBRIA,111715,UPPER YODER TWP,5147,12.20,256003319,,,,,11,10,1879
CAMBRIA,111743,VINTONDALE BORO,412,0.50,251327576,,,,,0,4,
CAMBRIA,111775,WASHINGTON TWP,832,12.60,251377453,,,,,2,6,1834
CAMBRIA,111805,WEST CARROLL TWP,1186,10.70,251184004,,,,,2,2,
CAMBRIA,111835,WEST TAYLOR TWP,729,6.00,256003465,,,,,1,3,1884
CAMBRIA,111863,WESTMONT BORO,4982,2.40,256000506,,,,,14,11,
CAMBRIA,111895,WHITE TWP,931,20.30,256156601,,,,,0,8,1838
CAMBRIA,111923,WILMORE BORO,206,0.30,251368509,,,,,0,2,1859
CAMERON,120001,CAMERON COUNTY,4547,398.50,256000708,,,,,48,13,
