COUNTY_NAME,textbox5,MUNICIPALITY_NAME,CENSUS_POPULATION,LAND_AREA,FEDERAL_EIN_CODE,HOME_RULE_CODE,HOME_RULE_NAME,HOME_RULE_YEAR,GOVERNMENTAL_FORM,EMPLOYEES_FULL_TIME,EMPLOYEES_PART_TIME,INCORPORATION_YEAR
WASHINGTON,630455,CHARTIERS TWP,8632,24.60,256000785,,,,,27,14,1790
WASHINGTON,630483,CLAYSVILLE BORO,733,0.30,256000309,,,,,2,2,1832
WASHINGTON,630513,COAL CENTER BORO,110,0.10,251324945,,,,,0,3,1834
WASHINGTON,630543,COKEBURG BORO,629,0.40,256000314,,,,,2,8,
WASHINGTON,630575,CROSS CREEK TWP,1371,27.60,256001078,,,,,4,1,1789
WASHINGTON,630603,DEEMSTON BORO,754,9.60,256000325,,,,,12,2,1894
WASHINGTON,630635,DONEGAL TWP,2395,41.50,256011377,,,,,9,8,1781
WASHINGTON,630663,DONORA BORO,4569,1.90,256000327,,,,,11,12,
WASHINGTON,630693,DUNLEVY BORO,371,0.50,251226954,,,,,0,10,
WASHINGTON,630724,EAST BETHLEHEM TWP,2311,5.10,256001163,,,,,4,3,1781
WASHINGTON,630755,EAST FINLEY TWP,1288,35.10,256001177,,,,,4,6,1828
WASHINGTON,630783,EAST WASHINGTON BORO,1853,0.50,256000338,,,,,2,20,
WASHINGTON,630813,ELCO BORO,267,0.30,256000344,,,,,0,12,
WASHINGTON,630843,ELLSWORTH BORO,945,0.70,256000347,,,,,2,10,
WASHINGTON,630875,FALLOWFIELD TWP,4099,21.30,256001301,,,,,6,1,1781
WASHINGTON,630903,FINLEYVILLE BORO,376,0.20,256000360,,,,,0,3,1896
WASHINGTON,630923,GREEN HILLS BORO,20,0.90,251364367,,,,,0,0,
WASHINGTON,630935,HANOVER TWP,2416,47.60,256001655,,,,,4,37,1786
WASHINGTON,630965,HOPEWELL TWP,852,20.60,256001755,,,,,2,6,1781
WASHINGTON,630993,HOUSTON BORO,1172,0.40,256000384,,,,,2,16,
WASHINGTON,631025,INDEPENDENCE TWP,1515,25.80,256001787,,,,,5,3,1856
WASHINGTON,631055,JEFFERSON TWP,1119,22.60,256001848,,,,,2,11,1853
WASHINGTON,631083,LONG BRANCH BORO,421,3.20,251302874,,,,,0,3,1893
WASHINGTON,631113,MARIANNA BORO,399,2.00,251101069,,,,,2,1,
WASHINGTON,631143,MCDONALD BORO,1664,0.50,256000406,,,,,11,6,1889
WASHINGTON,631173,MIDWAY BORO,924,0.40,256011057,,,,,2,2,
WASHINGTON,631202,MONONGAHELA CITY,4159,1.90,256000872,,,,,19,30,1873
WASHINGTON,631235,MORRIS TWP,909,28.40,256008681,,,,,3,3,1788
WASHINGTON,631265,MT PLEASANT TWP,3290,35.60,256002227,,,,,16,3,1806
WASHINGTON,631293,NEW EAGLE BORO,2049,1.00,256000420,,,,,2,1,
WASHINGTON,631325,NORTH BETHLEHEM TWP,1553,22.10,256002307,,,,,4,2,
WASHINGTON,631353,NORTH CHARLEROI BORO,1303,0.30,256000425,,,,,1,7,1894
WASHINGTON,631385,NORTH FRANKLIN TWP,4825,7.30,256002323,,,,,5,6,1855
WASHINGTON,631415,NORTH STRABANE TWP,15700,27.30,256002337,,,,,69,14,1831
WASHINGTON,631445,NOTTINGHAM TWP,2941,20.30,256002349,,,,,8,17,1781
WASHINGTON,631475,PETERS TWP,22946,19.60,256002462,Home Rule,PETERS TOWNSHIP,1976,,97,41,1781
WASHINGTON,631505,ROBINSON TWP,1707,21.10,256002656,,,,,3,7,1781
WASHINGTON,631533,ROSCOE BORO,720,0.20,256000452,,,,,0,13,1894
WASHINGTON,631565,SMITH TWP,4233,34.40,256003022,,,,,13,11,1781
WASHINGTON,631595,SOMERSET TWP,2581,32.20,256003042,,,,,7,1,1782
WASHINGTON,631625,SOUTH FRANKLIN TWP,2868,20.60,256003055,,,,,9,0,1892
WASHINGTON,631655,SOUTH STRABANE TWP,9613,23.00,256003066,,,,,45,10,1831
WASHINGTON,631683,SPEERS BORO,1088,1.00,256004097,,,,,2,1,1894
WASHINGTON,631713,STOCKDALE BORO,421,0.30,251333954,,,,,0,6,1894
WASHINGTON,631743,TWILIGHT BORO,216,1.60,251248518,,,,,0,2,1894
WASHINGTON,631775,UNION TWP,5374,15.40,256003252,,,,,5,2,1836
WASHINGTON,631802,WASHINGTON CITY,13176,3.00,256000886,,,,,76,2,1924
WASHINGTON,630001,WASHINGTON COUNTY,209349,861.00,256001043,,,,,695,66,
WASHINGTON,631865,WEST BETHLEHEM TWP,1291,22.40,256003433,,,,,5,3,1790
WASHINGTON,631893,WEST BROWNSVILLE BORO,977,1.30,256000501,,,,,7,2,1852
WASHINGTON,631925,WEST FINLEY TWP,813,39.10,256003442,,,,,4,7,1828
WASHINGTON,631953,WEST MIDDLETOWN BORO,109,0.40,256155222,,,,,0,1,1823
WASHINGTON,631985,WEST PIKE RUN TWP,1547,16.30,256003460,,,,,4,2,1839
WAYNE,640035,BERLIN TWP,2478,38.50,246001362,,,,,0,5,1826
WAYNE,640063,BETHANY BORO,241,0.50,800905475,,,,,0,0,1821
WAYNE,640095,BUCKINGHAM TWP,506,44.20,246001370,,,,,2,7,1798
WAYNE,640125,CANAAN TWP,3610,18.30,246001375,,,,,0,8,1798
WAYNE,640155,CHERRY RIDGE TWP,1913,21.40,246001381,,,,,0,10,1844
WAYNE,640185,CLINTON TWP,2040,38.20,246001387,,,,,0,20,1825
WAYNE,640215,DAMASCUS TWP,3674,78.70,246001397,,,,,9,3,1798
WAYNE,640245,DREHER TWP,1350,14.90,231920123,,,,,3,8,1877
WAYNE,640275,DYBERRY TWP,1397,22.20,231677181,,,,,0,9,1803
WAYNE,640303,HAWLEY BORO,1229,0.60,246000598,,,,,2,20,1884
WAYNE,640333,HONESDALE BORO,4458,3.90,246000601,,,,,17,9,1831
WAYNE,640365,LAKE TWP,4850,27.80,246001460,,,,,5,2,1877
WAYNE,640395,LEBANON TWP,678,37.20,231973895,,,,,0,5,1818
WAYNE,640425,LEHIGH TWP,1876,12.00,231978241,,,,,0,20,1883
WAYNE,640455,MANCHESTER TWP,785,44.10,246001488,,,,,4,9,1826
WAYNE,640485,MT PLEASANT TWP,1439,56.50,246001498,,,,,3,4,1798
WAYNE,640515,OREGON TWP,841,17.70,246001508,,,,,0,13,1847
WAYNE,640545,PALMYRA TWP,1251,15.90,232121159,,,,,0,7,1798
WAYNE,640575,PAUPACK TWP,3676,28.00,246001514,,,,,4,17,1850
WAYNE,640605,PRESTON  TWP,1000,49.40,246001531,,,,,4,3,1828
WAYNE,640633,PROMPTON  BORO,237,1.60,231944761,,,,,0,1,1850
WAYNE,640665,SALEM TWP,4115,30.60,246001547,,,,,4,4,1808
WAYNE,640695,SCOTT TWP,483,43.50,246001548,,,,,3,7,1821
WAYNE,640725,SOUTH CANAAN TWP,1793,27.50,246001560,,,,,3,7,1852
WAYNE,640753,STARRUCCA BORO,169,8.90,232795306,,,,,0,2,1853
WAYNE,640785,STERLING TWP,1482,27.00,246001547,,,,,2,8,1815
WAYNE,640815,TEXAS TWP,2287,14.00,246001571,,,,,0,9,1837
WAYNE,640843,WAYMART BORO,1297,2.70,232132389,,,,,0,10,1851
WAYNE,640001,WAYNE COUNTY,51155,750.50,246000758,,,,,430,87,
WESTMORELAND,650033,ADAMSBURG BORO,142,0.30,251271329,,,,,0,1,1841
WESTMORELAND,650065,ALLEGHENY TWP,8328,31.10,256000037,,,,,24,2,1796
WESTMORELAND,650092,ARNOLD CITY,4772,0.70,256000847,,,,,20,10,1939
WESTMORELAND,650123,ARONA BORO,255,0.50,251284020,,,,,0,1,1895
WESTMORELAND,650153,AVONMORE BORO,900,1.50,256000271,,,,,3,1,1893
WESTMORELAND,650185,BELL TWP,2080,21.50,256000179,,,,,5,0,1853
WESTMORELAND,650213,BOLIVAR BORO,435,0.20,251259498,,,,,0,3,1863
WESTMORELAND,650245,COOK TWP,1896,46.80,256009082,,,,,3,1,1855
WESTMORELAND,650273,DELMONT BORO,2596,1.10,251232571,,,,,8,2,
WESTMORELAND,650335,DERRY  TWP,13631,95.10,256001115,,,,,16,0,1775
WESTMORELAND,650303,DERRY BORO,2639,0.80,256000326,,,,,4,5,1881
WESTMORELAND,650363,DONEGAL BORO,102,0.20,251267400,,,,,0,11,1867
WESTMORELAND,650395,DONEGAL TWP,2192,49.10,256001129,,,,,6,0,1773
WESTMORELAND,650425,EAST HUNTINGDON TWP,7721,33.00,256001180,,,,,11,0,1798
WESTMORELAND,650453,EAST VANDERGRIFT BORO,602,0.10,251345698,,,,,0,13,
WESTMORELAND,650483,EXPORT BORO,894,0.40,251187582,,,,,3,8,
WESTMORELAND,650515,FAIRFIELD TWP,2046,61.40,256001292,,,,,5,0,1773
WESTMORELAND,650572,GREENSBURG CITY,14976,4.10,256000860,Home Rule,CITY OF GREENSBURG,1989,,67,28,1928
WESTMORELAND,650605,HEMPFIELD TWP,41466,76.70,256001695,,,,,50,19,1773
WESTMORELAND,650633,HUNKER BORO,310,0.30,251272023,,,,,0,1,1929
WESTMORELAND,650663,HYDE PARK BORO,509,0.20,251336329,,,,,3,0,1898
WESTMORELAND,650693,IRWIN BORO,3902,0.80,256000389,,,,,17,8,1864
WESTMORELAND,650722,JEANNETTE CITY,8780,2.40,256000862,,,,,38,30,
WESTMORELAND,650753,LATROBE BORO,8060,2.30,256000395,Home Rule,CITY OF LATROBE,1998,,42,2,1854
WESTMORELAND,650773,LAUREL MOUNTAIN BORO,146,0.10,251446233,,,,,0,0,
WESTMORELAND,650783,LIGONIER BORO,1513,0.50,256000399,,,,,8,2,1834
WESTMORELAND,650815,LIGONIER TWP,6056,92.40,256001995,,,,,8,0,1882
WESTMORELAND,650842,LOWER BURRELL CITY,11758,11.30,256002019,,,,,42,15,1958
WESTMORELAND,650875,LOYALHANNA TWP,2088,21.60,251103302,,,,,3,1,1833
WESTMORELAND,650903,MADISON BORO,364,0.40,256003636,,,,,0,2,1876
WESTMORELAND,650933,MANOR BORO,3585,1.90,251209413,,,,,10,4,1884
WESTMORELAND,650962,MONESSEN CITY,6876,2.90,256000871,,,,,21,14,1921
WESTMORELAND,650993,MT PLEASANT BORO,4245,1.00,256000415,,,,,9,10,1773
WESTMORELAND,651025,MT PLEASANT TWP,10119,55.90,256002228,,,,,13,2,
WESTMORELAND,651043,MURRYSVILLE BORO,21006,36.80,256001498,Home Rule,MUNICIPALITY OF MURRYSVILLE,1978,,55,2,
WESTMORELAND,651053,NEW ALEXANDRIA BORO,501,0.90,251293588,,,,,1,4,1834
WESTMORELAND,651083,NEW FLORENCE BORO,671,0.30,251125196,,,,,0,3,1865
WESTMORELAND,651112,NEW KENSINGTON CITY,12170,4.00,256000874,,,,,48,15,1934
WESTMORELAND,651143,NEW STANTON BORO,2339,4.00,251228247,,,,,13,1,
WESTMORELAND,651173,NORTH BELLE VERNON BORO,1873,0.40,256000423,,,,,5,24,1876
WESTMORELAND,651204,NORTH HUNTINGDON TWP,31880,27.30,256002327,,,,,79,1,1773
WESTMORELAND,651233,NORTH IRWIN BORO,823,0.20,256000428,,,,,0,4,1894
WESTMORELAND,651263,OKLAHOMA BORO,788,0.60,251127833,,,,,0,3,1931
WESTMORELAND,651293,PENN BORO,435,0.20,256000436,,,,,0,9,1865
WESTMORELAND,651324,PENN TWP,20079,30.80,256002418,,,,,47,16,1855
WESTMORELAND,651354,ROSTRAVER TWP,11393,32.30,256002685,,,,,48,0,1773
WESTMORELAND,651385,SALEM TWP,6093,47.10,256002906,,,,,10,3,1787
WESTMORELAND,651413,SCOTTDALE BORO,4430,1.20,256000458,,,,,12,7,1874
WESTMORELAND,651443,SEWARD BORO,411,0.20,256500049,,,,,0,2,
WESTMORELAND,651475,SEWICKLEY TWP,5647,26.80,256002962,,,,,7,5,1835
WESTMORELAND,651503,SMITHTON BORO,351,0.10,256007152,,,,,0,6,
WESTMORELAND,651533,SOUTH GREENSBURG BORO,2135,0.70,256000470,,,,,4,20,1891
WESTMORELAND,651565,SOUTH HUNTINGDON TWP,5418,45.40,256003059,,,,,9,0,1790
WESTMORELAND,651593,SOUTHWEST GREENSBURG BORO,2219,0.40,256000472,,,,,5,22,1890
WESTMORELAND,651625,ST CLAIR TWP,1340,28.10,256004030,,,,,4,4,1856
WESTMORELAND,651653,SUTERSVILLE BORO,561,0.30,251271955,,,,,0,5,1902
WESTMORELAND,651683,TRAFFORD BORO,3227,1.40,256000488,,,,,12,8,
WESTMORELAND,651715,UNITY TWP,21606,67.40,256003305,,,,,30,1,1789
WESTMORELAND,651745,UPPER BURRELL TWP,2164,15.10,256003309,,,,,6,2,1879
WESTMORELAND,651773,VANDERGRIFT BORO,5075,1.40,256000492,,,,,28,4,1896
WESTMORELAND,651805,WASHINGTON TWP,6883,32.00,256003701,,,,,18,7,1789
WESTMORELAND,651833,WEST LEECHBURG BORO,1269,1.00,256008451,,,,,2,6,1928
WESTMORELAND,651863,WEST NEWTON BORO,2665,1.00,256000508,,,,,15,11,1842
WESTMORELAND,650001,WESTMORELAND COUNTY,354663,1036.10,256001046,,,,,1564,26,
WESTMORELAND,651893,YOUNGSTOWN BORO,252,0.10,237218716,,,,,0,3,1831
WESTMORELAND,651923,YOUNGWOOD BORO,2975,1.90,256000519,,,,,5,52,
WYOMING,660035,BRAINTRIM TWP,461,5.80,232259846,,,,,0,9,1778
WYOMING,660065,CLINTON TWP,1309,12.40,232358688,,,,,0,8,1843
WYOMING,660095,EATON TWP,1435,36.00,246001959,,,,,1,5,1818
WYOMING,660125,EXETER TWP,625,3.10,231864901,,,,,0,7,1772
WYOMING,660153,FACTORYVILLE BORO,1165,0.70,246002550,,,,,2,9,1883
WYOMING,660185,FALLS TWP,1692,20.60,246001420,,,,,2,6,1824
WYOMING,660215,FORKSTON TWP,307,70.40,232131953,,,,,0,7,1844
WYOMING,660243,LACEYVILLE  BORO,361,0.20,231874865,,,,,1,8,
WYOMING,660275,LEMON TWP,1136,16.10,246001949,,,,,0,12,1847
WYOMING,660305,MEHOOPANY TWP,899,17.20,231652472,,,,,0,3,1844
WYOMING,660333,MESHOPPEN BORO,326,0.70,231971131,,,,,2,4,1879
WYOMING,660365,MESHOPPEN TWP,937,15.70,246002104,,,,,1,6,1854
WYOMING,660395,MONROE TWP,1668,21.20,246002301,,,,,4,7,1831
WYOMING,660423,NICHOLSON BORO,696,1.20,232221430,,,,,0,5,1875
WYOMING,660455,NICHOLSON TWP,1265,22.80,232061153,,,,,2,4,1843
WYOMING,660485,NORTH BRANCH TWP,232,22.40,246002288,,,,,0,8,1857
WYOMING,660515,NORTHMORELAND  TWP,1406,19.70,246001504,,,,,0,7,
WYOMING,660545,NOXEN TWP,917,28.70,232427784,,,,,1,7,1895
WYOMING,660575,OVERFIELD TWP,1424,9.90,246002284,,,,,0,0,1859
WYOMING,660603,TUNKHANNOCK BORO,1767,0.90,246000671,,,,,6,8,1841
WYOMING,660635,TUNKHANNOCK TWP,3974,30.70,246001575,,,,,13,5,1775
WYOMING,660665,WASHINGTON TWP,1334,18.80,246001590,,,,,4,4,1831
WYOMING,660695,WINDHAM TWP,733,22.30,231899605,,,,,0,9,
WYOMING,660001,WYOMING COUNTY,26069,405.20,246000762,,,,,180,20,
YORK,670035,CARROLL TWP,6853,15.00,236287108,,,,,19,3,1831
YORK,670065,CHANCEFORD TWP,5936,48.50,236000273,,,,,5,3,1747
YORK,670095,CODORUS TWP,3904,33.50,231708633,,,,,4,1,1747
YORK,670125,CONEWAGO TWP,8528,24.40,236000283,,,,,8,0,1818
YORK,670153,CROSS ROADS BORO,523,1.80,231982336,,,,,0,1,1899
YORK,670183,DALLASTOWN BORO,4195,0.80,236002851,,,,,9,3,1867
YORK,670213,DELTA BORO,707,0.30,236002853,,,,,0,3,1880
YORK,670243,DILLSBURG BORO,2635,0.80,236002854,,,,,11,1,1833
YORK,670273,DOVER BORO,1954,0.50,231941529,,,,,3,2,1864
YORK,670305,DOVER TWP,22366,41.60,236000295,,,,,42,2,1743
YORK,670335,EAST HOPEWELL TWP,2422,20.60,231611703,,,,,3,0,1885
YORK,670365,EAST MANCHESTER TWP,8337,16.70,231986265,,,,,10,2,1887
YORK,670393,EAST PROSPECT BORO,934,0.30,232969301,,,,,7,7,1874
YORK,670425,FAIRVIEW TWP,17451,35.60,236005340,,,,,37,28,1803
YORK,670453,FAWN GROVE BORO,476,1.70,231975702,,,,,0,1,1881
YORK,670485,FAWN TWP,3012,27.10,236000330,,,,,3,4,1745
YORK,670513,FELTON BORO,501,0.60,232131936,,,,,0,14,1899
YORK,670545,FRANKLIN  TWP,5032,19.20,231719568,,,,,4,19,1809
YORK,670573,FRANKLINTOWN BORO,518,0.30,231891636,,,,,0,4,1869
YORK,670603,GLEN ROCK BORO,2121,0.80,236005651,,,,,2,17,1859
YORK,670633,GOLDSBORO BORO,932,0.50,236002867,,,,,0,13,1873
YORK,670663,HALLAM BORO,2775,0.60,236050135,,,,,0,27,
YORK,670693,HANOVER BORO,16429,3.70,236002870,,,,,137,15,1815
YORK,670725,HEIDELBERG TWP,3031,14.00,231933510,,,,,0,20,1750
YORK,670755,HELLAM TWP,5923,28.20,236000355,,,,,21,1,1739
YORK,670785,HOPEWELL TWP,5271,26.80,236000365,,,,,7,0,1767
YORK,670815,JACKSON TWP,8748,22.60,231481567,,,,,11,15,1857
YORK,670843,JACOBUS BORO,1830,0.90,231694548,,,,,1,8,
YORK,670873,JEFFERSON BORO,658,0.60,232244632,,,,,0,10,1866
YORK,670903,LEWISBERRY BORO,382,0.10,237439438,,,,,0,16,1832
YORK,670933,LOGANVILLE BORO,1426,1.00,232067017,,,,,0,0,1852
YORK,670965,LOWER CHANCEFORD TWP,3031,41.50,236050487,,,,,3,4,1805
YORK,670995,LOWER WINDSOR TWP,7519,25.00,236000406,,,,,24,0,1838
YORK,671023,MANCHESTER BORO,2800,0.80,231601024,,,,,0,25,1869
YORK,671055,MANCHESTER TWP,19515,15.90,231601338,,,,,22,1,1742
YORK,671085,MANHEIM TWP,3462,21.50,236000412,,,,,4,15,1747
YORK,671115,MONAGHAN TWP,2675,12.90,236005606,,,,,3,0,1745
YORK,671143,MT WOLF BORO,1368,0.50,231952738,,,,,0,9,
YORK,671173,NEW FREEDOM BORO,4877,2.10,236002999,,,,,15,1,1879
YORK,671203,NEW SALEM  BORO,822,0.50,231949924,,,,,0,3,1876
YORK,671235,NEWBERRY TWP,15672,30.40,236000437,,,,,33,5,1742
YORK,671265,NORTH CODORUS TWP,9152,32.20,236000447,,,,,8,1,1838
YORK,671295,NORTH HOPEWELL TWP,2723,18.70,236000451,,,,,5,5,1885
YORK,671323,NORTH YORK BORO,2200,0.30,236005236,,,,,0,18,1899
YORK,671355,PARADISE TWP,3969,20.20,231677147,,,,,5,11,1747
YORK,671385,PEACH BOTTOM TWP,4966,29.20,236000462,,,,,3,2,1815
YORK,671414,PENN TWP,17487,12.90,236003197,,,,,75,11,1880
YORK,671443,RAILROAD BORO,256,0.60,232027849,,,,,0,7,1871
YORK,671473,RED LION BORO,6512,1.30,236002929,,,,,21,1,1880
YORK,671503,SEVEN VALLEYS BORO,480,1.10,232052893,,,,,0,4,1892
YORK,671533,SHREWSBURY BORO,3848,1.80,231892664,,,,,6,1,1834
YORK,671565,SHREWSBURY TWP,6649,29.10,236000493,,,,,15,2,1742
YORK,671594,SPRING GARDEN TWP,13683,6.80,236003037,,,,,41,1,1822
YORK,671623,SPRING GROVE BORO,2372,0.80,236002948,,,,,6,2,1882
YORK,671655,SPRINGETTSBURY TWP,27058,16.40,236000513,,,,,90,4,1891
YORK,671685,SPRINGFIELD TWP,6026,26.40,236000512,,,,,5,3,1835
YORK,671713,STEWARTSTOWN  BORO,2129,0.80,236005276,,,,,6,0,1851
YORK,671745,WARRINGTON TWP,4552,35.30,236005490,,,,,6,2,1744
YORK,671775,WASHINGTON TWP,2573,28.00,231967033,,,,,5,1,1803
YORK,671803,WELLSVILLE BORO,301,0.10,232635199,,,,,0,7,1892
YORK,671835,WEST MANCHESTER TWP,19206,19.90,236050235,,,,,58,0,1799
YORK,671865,WEST MANHEIM TWP,9072,19.40,236000583,,,,,24,16,1858
YORK,671893,WEST YORK BORO,5094,0.50,236003014,,,,,20,8,1905
YORK,671923,WINDSOR BORO,1358,0.60,236003015,,,,,2,0,1905
YORK,671955,WINDSOR TWP,17853,27.30,236000608,,,,,17,0,1758
YORK,671983,WINTERSTOWN BORO,608,2.40,231705297,,,,,0,2,1871
YORK,672013,WRIGHTSVILLE BORO,2261,0.70,236050749,,,,,0,0,1834
YORK,672043,YOE BORO,1055,0.20,237198857,,,,,1,8,1893
YORK,672072,YORK CITY,44800,5.30,236001908,Opional 3rd Class City Charter,CITY OF YORK,1962,,326,36,1887
YORK,670001,YORK COUNTY,456438,910.90,236003050,,,,,1816,193,
YORK,672103,YORK HAVEN  BORO,686,0.30,231717539,,,,,0,18,1892
YORK,672134,YORK TWP,29719,25.20,236000612,,,,,44,8,1753
YORK,672163,YORKANA BORO,239,0.20,237203915,,,,,0,1,1913

